doc;page;line;year;match;prefix;gram;person;number;mood;tempus;auxiliar;g_kat;lemma;sem;status;rektion;object;obj_case;pr_obj;adverb;adverb_tmp;adverb_mod;adjunct;belebt;negation;conjunction;clause;context;phenomenon;comment;trans;translator;trans_anm
Catholic Homilies;15;57;0;heoldon;0;3.pl.ind.prt.;3;pl;ind;prt;-;prt;healdan;einhalten;sem;;sub;akk;;;;;ǣ;unbel;0;;HS;"þa boceras syndon and þa Sundorhalgan þa ealdan witan , þe| wæron gefyrn , under Moyses lage , swa micclum gelærede þæt| hy ða ealdan æ on heora wisan cuðon ; ac hy ne #heoldon#| swaþeah þa halgan Godes æ swa wel swa hy sceoldon .";;;"Die Gelehrten sind es und die Pharisäer, die alten Weisen, die damals, unter Moses Gesetz, so sehr gelehrt waren, dass sie das alte Gesetz in ihrer Sprache kannten; aber trotzdem befolgten sie das heilige Gesetz Gottes nicht so gut, wie sie sollten.";;\eUe
Catholic Homilies;15;58;0;sceoldon;;3.pl.ind.prt.;3;pl;ind;prt;-;prt;sculan;;modalverb;;;;;;;;;;0;;;"þa boceras syndon and þa Sundorhalgan þa ealdan witan , þe| wæron gefyrn , under Moyses lage , swa micclum gelærede þæt| hy ða ealdan æ on heora wisan cuðon ; ac hy ne heoldon| swaþeah þa halgan Godes æ swa wel swa hy #sceoldon# .";;;"Die Gelehrten sind es und die Pharisäer, die alten Weisen, die damals, unter Moses Gesetz, so sehr gelehrt waren, dass sie das alte Gesetz in ihrer Sprache kannten; aber trotzdem befolgten sie das heilige Gesetz Gottes nicht so gut, wie sie sollten.";;\eUe
Catholic Homilies;15;59;0;cidde;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;cȳþan;;modal;;0;;dat;;;oftrǣdlīċe;;;0;;HS;"þa #cidde# hym se Hælend swiðe oftrædlice , for ðan þe hy| ne heoldon þa halgan beboda swa swa God sylf| hym bebead ;| ac hy woldon hym sylfe þæt hy halige wæron ,| and wæron swaþeah misworohte wiðinnan .";;;;;
Catholic Homilies;15;60;0;heoldon;0;3.pl.ind.prt.;3;pl;ind;prt;-;prt;healdan;einhalten;sem;;sub;akk;;;;;bebod;unbel;0;;kausSatz;"þa cidde hym se Hælend swiðe oftrædlice , for ðan þe hy| ne #heoldon# þa halgan beboda swa swa God sylf| hym bebead ;| ac hy woldon hym sylfe þæt hy halige wæron ,| and wæron swaþeah misworohte wiðinnan .";;;;;
Catholic Homilies;15;62;0;woldon;;3.pl.ind.prt.;3;pl;ind;prt;-;prt;willan;;modalverb;;;;;;;;;;0;;;"þa cidde hym se Hælend swiðe oftrædlice , for ðan þe hy| ne heoldon þa halgan beboda swa swa God sylf| hym bebead ;| ac hy #woldon# hym sylfe þæt hy halige wæron ,| and wæron swaþeah misworohte wiðinnan .";;;;;
Catholic Homilies;15;64;0;sæde;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;seċġan;inhalt;gram;;relSatz;;;;;;;;0;;HS;þa #sæde# se Hælend , þe geseah heora heortan , swiðe| egeslice word , hym þus cidende :;;;;;
Catholic Homilies;15;64;0;geseah;ge;3.sg.ind.prt.;3;sg;ind;prt;-;prt;sēon;kognitiv;q-hapax;;prn;akk;;;;;hǣlend;bel;0;þe;relSatz;þa sæde se Hælend , þe #geseah# heora heortan , swiðe| egeslice word , hym þus cidende :;;;;;
Catholic Homilies;15;67;0;tellað;0;2.pl.ind.prs.;2;pl;ind;prs;-;prs;tellan;;prc-only;;;;;;;;;;0;;HS;"Uos iustificatis| uos coram hominibus ; Deus , autem , nouit corda uestra : Ge| #tellað# eow rihtwise on manna gesihþum , ac God soðlice cann| swaðeah eowere heortan ; ge synd swa swa byrgenu þe beoð| wiðutan agrafene mid ofergeweorcum , swiðe wel amette ,| and syndon afyllede mid forrotodnysse ; and ge swaþeah lufiað| hlisan and herunge .";;;;;
Catholic Homilies;15;67;0;cann;0;3.sg.ind.prs.;3;sg;ind;prs;-;prs;cunnan;kennen;?;;sub;akk;;;;;heorta;unbel;0;;HS;"Uos iustificatis| uos coram hominibus ; Deus , autem , nouit corda uestra : Ge| tellað eow rihtwise on manna gesihþum , ac God soðlice #cann#| swaðeah eowere heortan ; ge synd swa swa byrgenu þe beoð| wiðutan agrafene mid ofergeweorcum , swiðe wel amette ,| and syndon afyllede mid forrotodnysse ; and ge swaþeah lufiað| hlisan and herunge .";;;;;
Catholic Homilies;15;73;0;moston;;3.pl.ind.prt.;3;pl;ind;prt;-;prt;mōtan;;modalverb;;;;;;;;;;0;;;"Hym wæs beboden , on heora gehealdsumnyssum on Moyses lage ,| þæt hy #moston# lufian heora agene frynd ,| and hatian heora fynd ;";;;;;
Catholic Homilies;15;74;0;bead;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;bēodan;gebieten;sem;;dassSatz;;;;;;;;0;;HS;ac us #bead# se Hælend , her on ðysum| life , þæt we lufian sceolon symble , butan hiwunge , ure| agene freond , and ælcne Cristene man , and eac for Godes| lufan lufian ure fynd , þæt ure rihtwisnys beo mare þonne| heora , we ðe habban sceolon þæt heofonlice lif , gif we| gehyrsume beoð Godes hæsum mid weorcum .;;;"Aber uns gebot der Heiland, hier in diesem Leben, dass wir stets lieben sollen, ohne Scheinheiligkeit, unseren eigenen Freund und jeden christlichen Menschen, und auch um Gottes Liebe willen unsere Feinde lieben, damit unsere Rechtschaffenheit größer sei als ihre; wir, die das Leben im Himmel haben werden, wenn wir Gottes Geboten mit unseren Taten gehorsam sind.";;\eUe
Catholic Homilies;15;75;0;sceolon;;1.pl.ind.prs.;1;pl;ind;prs;-;prs;sculan;;modalverb;;;;;;;;;;0;;;ac us bead se Hælend , her on ðysum| life , þæt we lufian #sceolon# symble , butan hiwunge , ure| agene freond , and ælcne Cristene man , and eac for Godes| lufan lufian ure fynd , þæt ure rihtwisnys beo mare þonne| heora , we ðe habban sceolon þæt heofonlice lif , gif we| gehyrsume beoð Godes hæsum mid weorcum .;;;"Aber uns gebot der Heiland, hier in diesem Leben, dass wir stets lieben sollen, ohne Scheinheiligkeit, unseren eigenen Freund und jeden christlichen Menschen, und auch um Gottes Liebe willen unsere Feinde lieben, damit unsere Rechtschaffenheit größer sei als ihre; wir, die das Leben im Himmel haben werden, wenn wir Gottes Geboten mit unseren Taten gehorsam sind.";;\eUe
Catholic Homilies;15;78;0;sceolon;;1.pl.ind.prs.;1;pl;ind;prs;-;prs;sculan;;modalverb;;;;;;;;;;0;;;ac us bead se Hælend , her on ðysum| life , þæt we lufian sceolon symble , butan hiwunge , ure| agene freond , and ælcne Cristene man , and eac for Godes| lufan lufian ure fynd , þæt ure rihtwisnys beo mare þonne| heora , we ðe habban #sceolon# þæt heofonlice lif , gif we| gehyrsume beoð Godes hæsum mid weorcum .;;;"Aber uns gebot der Heiland, hier in diesem Leben, dass wir stets lieben sollen, ohne Scheinheiligkeit, unseren eigenen Freund und jeden christlichen Menschen, und auch um Gottes Liebe willen unsere Feinde lieben, damit unsere Rechtschaffenheit größer sei als ihre; wir, die das Leben im Himmel haben werden, wenn wir Gottes Geboten mit unseren Taten gehorsam sind.";;\eUe
Catholic Homilies;15;79;0;beoð;;1.pl.ind.prs.;1;pl;ind;prs;-;prs;bēon;;hidden;;;;;;;;;;0;ġif;kondSatz;ac us bead se Hælend , her on ðysum| life , þæt we lufian sceolon symble , butan hiwunge , ure| agene freond , and ælcne Cristene man , and eac for Godes| lufan lufian ure fynd , þæt ure rihtwisnys beo mare þonne| heora , we ðe habban sceolon þæt heofonlice lif , gif we| gehyrsume #beoð# Godes hæsum mid weorcum .;;;"Aber uns gebot der Heiland, hier in diesem Leben, dass wir stets lieben sollen, ohne Scheinheiligkeit, unseren eigenen Freund und jeden christlichen Menschen, und auch um Gottes Liebe willen unsere Feinde lieben, damit unsere Rechtschaffenheit größer sei als ihre; wir, die das Leben im Himmel haben werden, wenn wir Gottes Geboten mit unseren Taten gehorsam sind.";;\eUe
Catholic Homilies;15;81;0;sæde;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;seċġan;inhalt;gram;;:;;dat;;;;;;0;;HS;"Hym wæs beboden þæt hy ne hæmdon unrihtlice| wið oþra manna wif ; ac us #sæde# Crist þus : Omnis qui| uiderit mulierem ad concupiscendum eam iam mechatus est eam| in corde suo ;";;;;;
Catholic Homilies;15;84;0;sceawað;0;3.sg.ind.prs.;3;sg;ind;prs;-;prs;scēawian;kognitiv;aspekt;;sub;akk;;;;;wīfmann;bel;0;þe;relSatz-r;þæt is on Englisc , ælc man| þe #sceawað# wifman mid luste , þæt he hy habban wolde ,| þæt him witodlice bið þæt forliger gefremod on his| agenre heortan þurh þone unlust , þæt he hire gewilnode .;;;Das heißt auf Englisch: Jeder Mann, der eine Frau mit Lust anschaut, \idest sie haben will, begeht in seinem Herzen zweifellos Ehebruch durch sein böses Verlangen, weil er sie begehrt hat.;;\eUe
Catholic Homilies;15;84;0;wolde;;3.sg.ind.prt.;3;sg;ind;prt;-;prt;willan;;modalverb;;;;;;;;;;0;;;þæt is on Englisc , ælc man| þe sceawað wifman mid luste , þæt he hy habban #wolde# ,| þæt him witodlice bið þæt forliger gefremod on his| agenre heortan þurh þone unlust , þæt he hire gewilnode .;;;Das heißt auf Englisch: Jeder Mann, der eine Frau mit Lust anschaut, \idest sie haben will, begeht in seinem Herzen zweifellos Ehebruch durch sein böses Verlangen, weil er sie begehrt hat.;;\eUe
Catholic Homilies;15;85;0;bið;;3.sg.ind.prs.;3;sg;ind;prs;-;prs;bēon;;aux;;;;;;;;;;;;;þæt is on Englisc , ælc man| þe sceawað wifman mid luste , þæt he hy habban wolde ,| þæt him witodlice #bið# þæt forliger gefremod on his| agenre heortan þurh þone unlust , þæt he hire gewilnode .;;;Das heißt auf Englisch: Jeder Mann, der eine Frau mit Lust anschaut, \idest sie haben will, begeht in seinem Herzen zweifellos Ehebruch durch sein böses Verlangen, weil er sie begehrt hat.;;\eUe
Catholic Homilies;15;85;0;gefremod;ge;3.sg.ind.perf.bpass.;3;sg;ind;perf;bēon;perf;fremman;;sem;;;;;;;;;;0;wesan;dassSatz;þæt is on Englisc , ælc man| þe sceawað wifman mid luste , þæt he hy habban wolde ,| þæt him witodlice bið þæt forliger #gefremod# on his| agenre heortan þurh þone unlust , þæt he hire gewilnode .;;Übersetzung?;Das heißt auf Englisch: Jeder Mann, der eine Frau mit Lust anschaut, \idest sie haben will, begeht in seinem Herzen zweifellos Ehebruch durch sein böses Verlangen, weil er sie begehrt hat.;;\eUe
Catholic Homilies;15;86;0;gewilnode;ge;3.sg.ind.prt.;3;sg;ind;prt;-;prt;wilnian;;q-hapax;;;;;;;;;;0;wesan;dassSatz;þæt is on Englisc , ælc man| þe sceawað wifman mid luste , þæt he hy habban wolde ,| þæt him witodlice bið þæt forliger gefremod on his| agenre heortan þurh þone unlust , þæt he hire #gewilnode# .;;;Das heißt auf Englisch: Jeder Mann, der eine Frau mit Lust anschaut, \idest sie haben will, begeht in seinem Herzen zweifellos Ehebruch durch sein böses Verlangen, weil er sie begehrt hat.;;\eUe
Catholic Homilies;15;87;0;secgað;0;1.pl.ind.prs.;1;pl;ind;prs;-;prs;seċġan;inhalt;gram;;dassSatz;;;;;;;;0;;HS;We #secgað# swaðeah þæt si eaðre to betenne þa yfelan| geþohtas þonne þa yfelan dæda , gyf| man þone yfelan willan awent to beteran .;;;Wir sagen dennoch, dass es einfacher ist die üblen Gedanken zu berichtigen als die üblen Taten, wenn man den üblen Willen zum Besseren hinkehrt.;;\eUe
Catholic Homilies;15;87;0;betenne;0;inf.dat.;-;-;inf;prs;-;inf;bētan;faktitiv;?;;sub;akk;;;;;ġeþōht;unbel;0;seċġan;dassSatz;We secgað swaðeah þæt si eaðre to #betenne# þa yfelan| geþohtas þonne þa yfelan dæda , gyf| man þone yfelan willan awent to beteran .;;;Wir sagen dennoch, dass es einfacher ist die üblen Gedanken zu berichtigen als die üblen Taten, wenn man den üblen Willen zum Besseren hinkehrt.;;\eUe
Catholic Homilies;15;91;0;gehealdenne;ge;inf.dat.;-;-;inf;prs;-;inf;healdan;einhalten;sem;;prn;akk;;;;;bebod;unbel;0;þe;relSatz;Hy teoðodon heora wyrta , and wolice forleton þa maran beboda| þe Moyses bebead on þære halgan Godes æ hym to #gehealdenne# .;Fokus;;Sie gaben den Zehnten von ihrem Korn und missachteten arg die vielen Gebote, die Moses ihnen in Gottes Gesetz geboten hatte einzuhalten (zu bewahren?).;;\eUe
Catholic Homilies;15;92;0;sceole;;1.pl.ind.prs.;1;pl;ind;prs;-;prs;sculan;;modalverb;;;;;;;;;;0;;;Nu #sceole# we healdan swa þa læssan beboda , þæt we ða| maran eac mid weorcum gefyllan .;;;Nun sollen wir die wenigen Gebote einhalten, damit wir die meisten Gebote auch mit Taten erfüllen.;;\eUe
Catholic Homilies;15;92;0;healdan;0;inf.;-;-;inf;prs;-;inf;healdan;einhalten;sem;sculan;sub;akk;;;nū;;bebod;unbel;0;;HS;Nu sceole we #healdan# swa þa læssan beboda , þæt we ða| maran eac mid weorcum gefyllan .;;Übersetzung?;Nun sollen wir die wenigen Gebote einhalten, damit wir die meisten Gebote auch mit Taten erfüllen.;;\eUe
Catholic Homilies;15;93;0;gefyllan;ge;1.pl.cnj.prs.;1;pl;cnj;prs;-;prs;fyllan;faktitiv;q-hapax;;;;;;;;;;0;þæt;final;Nu sceole we healdan swa þa læssan beboda , þæt we ða| maran eac mid weorcum #gefyllan# .;;;Nun sollen wir die wenigen Gebote einhalten, damit wir die meisten Gebote auch mit Taten erfüllen.;;\eUe
Catholic Homilies;15;94;0;tæhton;0;3.pl.ind.prt.;3;pl;ind;prt;-;prt;tǣċan;inhalt;aspekt;;sub;akk;dat;;;;lār;unbel;0;;HS;"Hy #tæhton# mid wordum , swa swa hit awriten is , Godes lare| mannum , and forleton þa weorc ; ac se biþ mære lareow ,| swa swa se Hælend sæde , se þe him sylf gedeð , and he| syððan swa tæcð , and onginneð þa bysne on him sylfum| ærest .";;;"Sie lehrten mit Worten, so wie es geschrieben steht, die Lehre Gottes den Menschen und ließen ihre Arbeit zurück; Aber es ist der ein großartiger Lehrer, wie der Heiland sagte, der selbst tut und anschließend so lehrt, und bei sich selbst die Beispiele beginnt.";;\eUe
Catholic Homilies;15;94;0;awriten;ā;3.sg.ind.perf.pass.;3;sg;ind;perf;wesan;perf;āwrītan;;unpräf;;;;;;;;;;0;swā;indFrag;"Hy tæhton mid wordum , swa swa hit #awriten# is , Godes lare| mannum , and forleton þa weorc ; ac se biþ mære lareow ,| swa swa se Hælend sæde , se þe him sylf gedeð , and he| syððan swa tæcð , and onginneð þa bysne on him sylfum| ærest .";;;"Sie lehrten mit Worten, so wie es geschrieben steht, die Lehre Gottes den Menschen und ließen ihre Arbeit zurück; Aber es ist der ein großartiger Lehrer, wie der Heiland sagte, der selbst tut und anschließend so lehrt, und bei sich selbst die Beispiele beginnt.";;\eUe
Catholic Homilies;15;96;0;sæde;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;seċġan;inhalt;gram;;0;;;;;swā;;;0;swā;indFrag;"Hy tæhton mid wordum , swa swa hit awriten is , Godes lare| mannum , and forleton þa weorc ; ac se biþ mære lareow ,| swa swa se Hælend #sæde# , se þe him sylf gedeð , and he| syððan swa tæcð , and onginneð þa bysne on him sylfum| ærest .";;;"Sie lehrten mit Worten, so wie es geschrieben steht, die Lehre Gottes den Menschen und ließen ihre Arbeit zurück; Aber es ist der ein großartiger Lehrer, wie der Heiland sagte, der selbst tut und anschließend so lehrt, und bei sich selbst die Beispiele beginnt.";;\eUe
Catholic Homilies;15;96;0;gedeð;ge;3.sg.ind.prs.;3;sg;ind;prs;-;prs;dōn;empty;aspekt;;0;;;;;;;;0;þe;relSatz-r;"Hy tæhton mid wordum , swa swa hit awriten is , Godes lare| mannum , and forleton þa weorc ; ac se biþ mære lareow ,| swa swa se Hælend sæde , se þe him sylf #gedeð# , and he| syððan swa tæcð , and onginneð þa bysne on him sylfum| ærest .";komplexiv;!!;"Sie lehrten mit Worten, so wie es geschrieben steht, die Lehre Gottes den Menschen und ließen ihre Arbeit zurück; Aber es ist der ein großartiger Lehrer, wie der Heiland sagte, der selbst tut und anschließend so lehrt, und bei sich selbst die Beispiele beginnt.";;\eUe
Catholic Homilies;15;97;0;tæcð;0;3.sg.ind.prs.;3;sg;ind;prs;-;prs;tǣċan;inhalt;aspekt;;0;;;;siþþan;swā;;;0;;HS;"Hy tæhton mid wordum , swa swa hit awriten is , Godes lare| mannum , and forleton þa weorc ; ac se biþ mære lareow ,| swa swa se Hælend sæde , se þe him sylf gedeð , and he| syððan swa #tæcð# , and onginneð þa bysne on him sylfum| ærest .";;;"Sie lehrten mit Worten, so wie es geschrieben steht, die Lehre Gottes den Menschen und ließen ihre Arbeit zurück; Aber es ist der ein großartiger Lehrer, wie der Heiland sagte, der selbst tut und anschließend so lehrt, und bei sich selbst die Beispiele beginnt.";;\eUe
Catholic Homilies;15;99;0;heoldon;0;3.pl.cnj.prt.;3;pl;cnj;prt;-;prt;healdan;einhalten;sem;;sub;akk;;;;;ǣ;unbel;0;ġif;kondSatz;Hym wæs behaten , gif hy #heoldon# Godes æ , eorðlice wæstmas ,;;;Ihnen wurden irdische Güter versprochen, wenn sie sich an Gottes Gesetz einhielten,;;\eUe
Catholic Homilies;15;101;0;healdað;0;3.pl.ind.prs.;3;pl;ind;prs;-;prs;healdan;einhalten;sem;;sub;akk;;;;;word;unbel;0;;relSatz-r;"and Crist witodlice behet þæt ece lif þam þe his word| #healdað# , þæt þe mannes eage ne mihte geseon , ne eare| gehyran , ne heorte asmeagan , þa micclan mærðe þe se| mildheorta Crist þam eallum behet þe hine lufiað ;";;;"Und Christus versprach wahrlich das ewige Leben jenen, die sein Wort achten, das das Auge eines Menschen nicht sehen kann, das Ohr nicht hören, das Herz nicht begreifen; und großen Ruhm, den der barmherzige Christus allen versprach, die ihn lieben.";;\eUe
Catholic Homilies;15;101;0;mihte;;3.sg.ind.prt.;3;sg;ind;prt;-;prt;magan;;modalverb;;;;;;;;;;ne;;;"and Crist witodlice behet þæt ece lif þam þe his word| healdað , þæt þe mannes eage ne #mihte# geseon , ne eare| gehyran , ne heorte asmeagan , þa micclan mærðe þe se| mildheorta Crist þam eallum behet þe hine lufiað ;";;;"Und Christus versprach wahrlich das ewige Leben jenen, die sein Wort achten, das das Auge eines Menschen nicht sehen kann, das Ohr nicht hören, das Herz nicht begreifen; und großen Ruhm, den der barmherzige Christus allen versprach, die ihn lieben.";;\eUe
Catholic Homilies;15;101;0;geseon;ge;inf.;-;-;inf;prs;-;inf;sēon;kognitiv;q-hapax;magan;0;;;;;;;;ne;þæt;relSatz;"and Crist witodlice behet þæt ece lif þam þe his word| healdað , þæt þe mannes eage ne mihte #geseon# , ne eare| gehyran , ne heorte asmeagan , þa micclan mærðe þe se| mildheorta Crist þam eallum behet þe hine lufiað ;";;;"Und Christus versprach wahrlich das ewige Leben jenen, die sein Wort achten, das das Auge eines Menschen nicht sehen kann, das Ohr nicht hören, das Herz nicht begreifen; und großen Ruhm, den der barmherzige Christus allen versprach, die ihn lieben.";;\eUe
Catholic Homilies;15;102;0;gehyran;ge;inf.;-;-;inf;prs;-;inf;hīeran;kognitiv;?;magan;0;;;;;;;;ne+ne;þe;relSatz;"and Crist witodlice behet þæt ece lif þam þe his word| healdað , þæt þe mannes eage ne mihte geseon , ne eare| #gehyran# , ne heorte asmeagan , þa micclan mærðe þe se| mildheorta Crist þam eallum behet þe hine lufiað ;";;;"Und Christus versprach wahrlich das ewige Leben jenen, die sein Wort achten, das das Auge eines Menschen nicht sehen kann, das Ohr nicht hören, das Herz nicht begreifen; und großen Ruhm, den der barmherzige Christus allen versprach, die ihn lieben.";;\eUe
Catholic Homilies;15;105;0;mote;;1.pl.ind.prs.;1;pl;ind;prs;-;prs;mōtan;;modalverb;;;;;;;;;;0;;;Nu #mote# we habban maran rihtwisnysse , nu us synd behatene þa| heofonlican speda , þæt we moton sona| siþian to Criste on urum forðsiþe , gif we ær mid wærscipe| ure synna gebetað sylfwilles on life .;;;Nun müssen wir mehr Rechtschaffenheit haben, nun sind uns die himmlischen Reichtümer, sodass wir bald zu Christus fahren bei unserem Ableben, wenn wir vorher mit Klugheit unsere Sünden begleichen, freiwillig in unserem Leben.;;\eUe
Catholic Homilies;15;106;0;moton;;1.pl.ind.prs.;1;pl;ind;prs;-;prs;mōtan;;modalverb;;;;;;;;;;0;;;Nu mote we habban maran rihtwisnysse , nu us synd behatene þa| heofonlican speda , þæt we #moton# sona| siþian to Criste on urum forðsiþe , gif we ær mid wærscipe| ure synna gebetað sylfwilles on life .;;;Nun müssen wir mehr Rechtschaffenheit haben, nun sind uns die himmlischen Reichtümer, sodass wir bald zu Christus fahren bei unserem Ableben, wenn wir vorher mit Klugheit unsere Sünden begleichen, freiwillig in unserem Leben.;;\eUe
Catholic Homilies;15;108;0;gebetað;ge;1.pl.ind.prs.;1;pl;ind;prs;-;prs;bētan;faktitiv;?;;;;;;;;;;0;ġif;kondSatz;Nu mote we habban maran rihtwisnysse , nu us synd behatene þa| heofonlican speda , þæt we moton sona| siþian to Criste on urum forðsiþe , gif we ær mid wærscipe| ure synna #gebetað# sylfwilles on life .;;Übersetzung?;Nun müssen wir mehr Rechtschaffenheit haben, nun sind uns die himmlischen Reichtümer, sodass wir bald zu Christus fahren bei unserem Ableben, wenn wir vorher mit Klugheit unsere Sünden begleichen, freiwillig in unserem Leben.;;\eUe
Catholic Homilies;15;109;0;gehyrdon;ge;2.pl.ind.prt.;2;pl;ind;prt;-;prt;hīeran;kognitiv;?;;sub;akk;;;;;bebod;unbel;0;;HS;"Ge #gehyrdon# þa bebodu þe God bebead gefyrn þam ealdan| Israhele under Moyses lage , and hym þus sæde :| Ne ofslih ðu mannan ; and se ðe man ofslihð , se bið| domes scyldig .";;;Ihr habt die Gebote gehört, die Gott einst dem alten Israel unter Moses’ Gesetz auferlegt hat, und ihnen folgendermaßen gesagt hat: Du sollst keinen Menschen töten, und wer einen Menschen tötet, der soll vor Gericht verurteilt werden.;;\eUe
Catholic Homilies;15;110;0;sæde;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;seċġan;inhalt;gram;;:;;dat;;;;;;0;;HS;"Ge gehyrdon þa bebodu þe God bebead gefyrn þam ealdan| Israhele under Moyses lage , and hym þus #sæde# :| Ne ofslih ðu mannan ; and se ðe man ofslihð , se bið| domes scyldig .";;;Ihr habt die Gebote gehört, die Gott einst dem alten Israel unter Moses’ Gesetz auferlegt hat, und ihnen folgendermaßen gesagt hat: Du sollst keinen Menschen töten, und wer einen Menschen tötet, der soll vor Gericht verurteilt werden.;;\eUe
Catholic Homilies;15;111;0;ofslih;of;2.sg.imp.;2;sg;imp;prs;-;imp;ofslēan;töten;reste;;sub;akk;;;;;mannan;bel;0;;HS;"Ge gehyrdon þa bebodu þe God bebead gefyrn þam ealdan| Israhele under Moyses lage , and hym þus sæde :| Ne #ofslih# ðu mannan ; and se ðe man ofslihð , se bið| domes scyldig .";;;Ihr habt die Gebote gehört, die Gott einst dem alten Israel unter Moses’ Gesetz auferlegt hat, und ihnen folgendermaßen gesagt hat: Du sollst keinen Menschen töten, und wer einen Menschen tötet, der soll vor Gericht verurteilt werden.;;\eUe
Catholic Homilies;15;111;0;ofslihð;of;3.sg.ind.prs.;3;sg;ind;prs;-;prs;ofslēan;töten;reste;;sub;akk;;;;;mann;bel;0;þe;relSatz;"Ge gehyrdon þa bebodu þe God bebead gefyrn þam ealdan| Israhele under Moyses lage , and hym þus sæde :| Ne ofslih ðu mannan ; and se ðe man #ofslihð# , se bið| domes scyldig .";;;Ihr habt die Gebote gehört, die Gott einst dem alten Israel unter Moses’ Gesetz auferlegt hat, und ihnen folgendermaßen gesagt hat: Du sollst keinen Menschen töten, und wer einen Menschen tötet, der soll vor Gericht verurteilt werden.;;\eUe
Catholic Homilies;15;113;0;secge;0;1.sg.ind.prs.;1;sg;ind;prs;-;prs;seċġan;inhalt;gram;;dassSatz;;dat;;;;;;0;;HS;"Ic #secge# eow to soþan þæt se bið domes scyldig , se ðe nu| yrsað wið his agenne broðor ․| On ðam dome man toscæt hwilc his scyld wære , and oft he| bið unscyldig on ðam dome getæht , se ðe ær| wæs geteald þæt he scyldig wære ; and man mæg gegladian| mid godum willan| þa færlican yrsunge , and forfon mid wisdome ,| eað þonne he gebete gif he bið ofslagen .";;;Ich sage euch wahrlich, dass der vor Gericht verurteilt werden soll, der gegen seinen eigenen Bruder erzürnt. Vor Gericht entscheidet man, worin seine Schuld besteht, und oft wird jemand von Schuld freigesprochen, dem vorher gesagt wurde, dass er schuldig sei. Und die plötzlichen Zornesausbrüche kann man einfacher mit gutem Willen besänftigen und mit Weisheit unter Kontrolle bringen, wenn er seine Schulden begleicht, als wenn er erschlagen wird.;;\eUe
Catholic Homilies;15;116;0;bið;;3.sg.ind.prs.;3;sg;ind;prs;-;prs;bēon;;aux;;;;;;oft;;;;;;;"Ic secge eow to soþan þæt se bið domes scyldig , se ðe nu| yrsað wið his agenne broðor ․| On ðam dome man toscæt hwilc his scyld wære , and oft he| #bið# unscyldig on ðam dome getæht , se ðe ær| wæs geteald þæt he scyldig wære ; and man mæg gegladian| mid godum willan| þa færlican yrsunge , and forfon mid wisdome ,| eað þonne he gebete gif he bið ofslagen .";;;Ich sage euch wahrlich, dass der vor Gericht verurteilt werden soll, der gegen seinen eigenen Bruder erzürnt. Vor Gericht entscheidet man, worin seine Schuld besteht, und oft wird jemand von Schuld freigesprochen, dem vorher gesagt wurde, dass er schuldig sei. Und die plötzlichen Zornesausbrüche kann man einfacher mit gutem Willen besänftigen und mit Weisheit unter Kontrolle bringen, wenn er seine Schulden begleicht, als wenn er erschlagen wird.;;\eUe
Catholic Homilies;15;116;0;getæht;ge;3.sg.ind.perf.bpass.;3;sg;ind;perf;bēon;perf;tǣċan;festsetzen;aspekt;;;;on+d;;;;;;0;;HS;"Ic secge eow to soþan þæt se bið domes scyldig , se ðe nu| yrsað wið his agenne broðor ․| On ðam dome man toscæt hwilc his scyld wære , and oft he| bið unscyldig on ðam dome #getæht# , se ðe ær| wæs geteald þæt he scyldig wære ; and man mæg gegladian| mid godum willan| þa færlican yrsunge , and forfon mid wisdome ,| eað þonne he gebete gif he bið ofslagen .";;;Ich sage euch wahrlich, dass der vor Gericht verurteilt werden soll, der gegen seinen eigenen Bruder erzürnt. Vor Gericht entscheidet man, worin seine Schuld besteht, und oft wird jemand von Schuld freigesprochen, dem vorher gesagt wurde, dass er schuldig sei. Und die plötzlichen Zornesausbrüche kann man einfacher mit gutem Willen besänftigen und mit Weisheit unter Kontrolle bringen, wenn er seine Schulden begleicht, als wenn er erschlagen wird.;;\eUe
Catholic Homilies;15;117;0;geteald;ge;3.sg.ind.pperf.pass.;3;sg;ind;pperf;wesan;perf;tellan;;prc-only;;;;;;;;;;0;;relSatz;"Ic secge eow to soþan þæt se bið domes scyldig , se ðe nu| yrsað wið his agenne broðor ․| On ðam dome man toscæt hwilc his scyld wære , and oft he| bið unscyldig on ðam dome getæht , se ðe ær| wæs #geteald# þæt he scyldig wære ; and man mæg gegladian| mid godum willan| þa færlican yrsunge , and forfon mid wisdome ,| eað þonne he gebete gif he bið ofslagen .";;;Ich sage euch wahrlich, dass der vor Gericht verurteilt werden soll, der gegen seinen eigenen Bruder erzürnt. Vor Gericht entscheidet man, worin seine Schuld besteht, und oft wird jemand von Schuld freigesprochen, dem vorher gesagt wurde, dass er schuldig sei. Und die plötzlichen Zornesausbrüche kann man einfacher mit gutem Willen besänftigen und mit Weisheit unter Kontrolle bringen, wenn er seine Schulden begleicht, als wenn er erschlagen wird.;;\eUe
